Airline,Destination airport,Origin airport,Route Details,Dest Latitude,Dest Longitude,Origin Latitude,Origin Longitude
FL,ATL,LAX,LAX-ATL,33.5633,-118.2429,33.3825,-84.2537
KL,ATL,LAX,LAX-ATL,33.5633,-118.2429,33.3825,-84.2537
VA,ATL,LAX,LAX-ATL,33.5633,-118.2429,33.3825,-84.2537
VS,ATL,LAX,LAX-ATL,33.5633,-118.2429,33.3825,-84.2537
WN,ATL,LAX,LAX-ATL,33.5633,-118.2429,33.3825,-84.2537
AF,ATL,LFT,LFT-ATL,30.1219,-91.5915,33.3825,-84.2537
DL,ATL,LFT,LFT-ATL,30.1219,-91.5915,33.3825,-84.2537
KL,ATL,LFT,LFT-ATL,30.1219,-91.5915,33.3825,-84.2537
AF,ATL,LGA,LGA-ATL,40.4638,-73.5221,33.3825,-84.2537
AM,ATL,LGA,LGA-ATL,40.4638,-73.5221,33.3825,-84.2537
DL,ATL,LGA,LGA-ATL,40.4638,-73.5221,33.3825,-84.2537
FL,ATL,LGA,LGA-ATL,40.4638,-73.5221,33.3825,-84.2537
KL,ATL,LGA,LGA-ATL,40.4638,-73.5221,33.3825,-84.2537
WN,ATL,LGA,LGA-ATL,40.4638,-73.5221,33.3825,-84.2537
WS,ATL,LGA,LGA-ATL,40.4638,-73.5221,33.3825,-84.2537
AF,ATL,LIT,LIT-ATL,34.4346,-92.1327,33.3825,-84.2537
AZ,ATL,LIT,LIT-ATL,34.4346,-92.1327,33.3825,-84.2537
DL,ATL,LIT,LIT-ATL,34.4346,-92.1327,33.3825,-84.2537
KL,ATL,LIT,LIT-ATL,34.4346,-92.1327,33.3825,-84.2537
AF,ATL,MCI,MCI-ATL,39.1751,-94.425,33.3825,-84.2537
AM,ATL,MCI,MCI-ATL,39.1751,-94.425,33.3825,-84.2537
AZ,ATL,MCI,MCI-ATL,39.1751,-94.425,33.3825,-84.2537
DL,ATL,MCI,MCI-ATL,39.1751,-94.425,33.3825,-84.2537
FL,ATL,MCI,MCI-ATL,39.1751,-94.425,33.3825,-84.2537
KL,ATL,MCI,MCI-ATL,39.1751,-94.425,33.3825,-84.2537
VS,ATL,MCI,MCI-ATL,39.1751,-94.425,33.3825,-84.2537
WN,ATL,MCI,MCI-ATL,39.1751,-94.425,33.3825,-84.2537
3M,ATL,MCN,MCN-ATL,32.4134,-83.3857,33.3825,-84.2537
AF,ATL,MCO,MCO-ATL,28.2544,-81.1857,33.3825,-84.2537
AM,ATL,MCO,MCO-ATL,28.2544,-81.1857,33.3825,-84.2537
AZ,ATL,MCO,MCO-ATL,28.2544,-81.1857,33.3825,-84.2537
DL,ATL,MCO,MCO-ATL,28.2544,-81.1857,33.3825,-84.2537
FL,ATL,MCO,MCO-ATL,28.2544,-81.1857,33.3825,-84.2537
KL,ATL,MCO,MCO-ATL,28.2544,-81.1857,33.3825,-84.2537
VS,ATL,MCO,MCO-ATL,28.2544,-81.1857,33.3825,-84.2537
WN,ATL,MCO,MCO-ATL,28.2544,-81.1857,33.3825,-84.2537
9E,ATL,MDT,MDT-ATL,40.1136,-76.4548,33.3825,-84.2537
AF,ATL,MDT,MDT-ATL,40.1136,-76.4548,33.3825,-84.2537
DL,ATL,MDT,MDT-ATL,40.1136,-76.4548,33.3825,-84.2537
KL,ATL,MDT,MDT-ATL,40.1136,-76.4548,33.3825,-84.2537
AF,ATL,MDW,MDW-ATL,41.479,-87.458,33.3825,-84.2537
DL,ATL,MDW,MDW-ATL,41.479,-87.458,33.3825,-84.2537
FL,ATL,MDW,MDW-ATL,41.479,-87.458,33.3825,-84.2537
KL,ATL,MDW,MDW-ATL,41.479,-87.458,33.3825,-84.2537
WN,ATL,MDW,MDW-ATL,41.479,-87.458,33.3825,-84.2537
AF,ATL,MEM,MEM-ATL,35.232,-89.5836,33.3825,-84.2537
AM,ATL,MEM,MEM-ATL,35.232,-89.5836,33.3825,-84.2537
AS,ATL,MEM,MEM-ATL,35.232,-89.5836,33.3825,-84.2537
AZ,ATL,MEM,MEM-ATL,35.232,-89.5836,33.3825,-84.2537
DL,ATL,MEM,MEM-ATL,35.232,-89.5836,33.3825,-84.2537
KL,ATL,MEM,MEM-ATL,35.232,-89.5836,33.3825,-84.2537
VS,ATL,MEM,MEM-ATL,35.232,-89.5836,33.3825,-84.2537
AA,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
AF,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
AM,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
AS,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
AZ,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
BA,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
DL,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
IB,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
KL,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
US,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
VA,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
VS,ATL,MIA,MIA-ATL,25.4735,-80.1726,33.3825,-84.2537
AF,ATL,MKE,MKE-ATL,42.565,-87.5347,33.3825,-84.2537
AM,ATL,MKE,MKE-ATL,42.565,-87.5347,33.3825,-84.2537
AZ,ATL,MKE,MKE-ATL,42.565,-87.5347,33.3825,-84.2537
DL,ATL,MKE,MKE-ATL,42.565,-87.5347,33.3825,-84.2537
FL,ATL,MKE,MKE-ATL,42.565,-87.5347,33.3825,-84.2537
KL,ATL,MKE,MKE-ATL,42.565,-87.5347,33.3825,-84.2537
WN,ATL,MKE,MKE-ATL,42.565,-87.5347,33.3825,-84.2537
AF,ATL,MLB,MLB-ATL,28.69,-80.3842,33.3825,-84.2537
DL,ATL,MLB,MLB-ATL,28.69,-80.3842,33.3825,-84.2537
KL,ATL,MLB,MLB-ATL,28.69,-80.3842,33.3825,-84.2537
AF,ATL,MLU,MLU-ATL,32.3039,-92.215,33.3825,-84.2537
DL,ATL,MLU,MLU-ATL,32.3039,-92.215,33.3825,-84.2537
KL,ATL,MLU,MLU-ATL,32.3039,-92.215,33.3825,-84.2537
AF,ATL,MOB,MOB-ATL,30.4129,-88.1434,33.3825,-84.2537
DL,ATL,MOB,MOB-ATL,30.4129,-88.1434,33.3825,-84.2537
KL,ATL,MOB,MOB-ATL,30.4129,-88.1434,33.3825,-84.2537
AF,ATL,MSN,MSN-ATL,43.823,-89.2015,33.3825,-84.2537
DL,ATL,MSN,MSN-ATL,43.823,-89.2015,33.3825,-84.2537
KL,ATL,MSN,MSN-ATL,43.823,-89.2015,33.3825,-84.2537
9E,ATL,MSP,MSP-ATL,44.5249,-93.13,33.3825,-84.2537
AF,ATL,MSP,MSP-ATL,44.5249,-93.13,33.3825,-84.2537
AM,ATL,MSP,MSP-ATL,44.5249,-93.13,33.3825,-84.2537
DL,ATL,MSP,MSP-ATL,44.5249,-93.13,33.3825,-84.2537
FL,ATL,MSP,MSP-ATL,44.5249,-93.13,33.3825,-84.2537
KL,ATL,MSP,MSP-ATL,44.5249,-93.13,33.3825,-84.2537
WN,ATL,MSP,MSP-ATL,44.5249,-93.13,33.3825,-84.2537
AF,ATL,MSY,MSY-ATL,29.5936,-90.1528,33.3825,-84.2537
AM,ATL,MSY,MSY-ATL,29.5936,-90.1528,33.3825,-84.2537
AS,ATL,MSY,MSY-ATL,29.5936,-90.1528,33.3825,-84.2537
AZ,ATL,MSY,MSY-ATL,29.5936,-90.1528,33.3825,-84.2537
DL,ATL,MSY,MSY-ATL,29.5936,-90.1528,33.3825,-84.2537
FL,ATL,MSY,MSY-ATL,29.5936,-90.1528,33.3825,-84.2537
KL,ATL,MSY,MSY-ATL,29.5936,-90.1528,33.3825,-84.2537
VS,ATL,MSY,MSY-ATL,29.5936,-90.1528,33.3825,-84.2537
WN,ATL,MSY,MSY-ATL,29.5936,-90.1528,33.3825,-84.2537
AF,ATL,MYR,MYR-ATL,33.4047,-78.5542,33.3825,-84.2537
AZ,ATL,MYR,MYR-ATL,33.4047,-78.5542,33.3825,-84.2537
DL,ATL,MYR,MYR-ATL,33.4047,-78.5542,33.3825,-84.2537
KL,ATL,MYR,MYR-ATL,33.4047,-78.5542,33.3825,-84.2537
AF,ATL,OKC,OKC-ATL,35.2335,-97.362,33.3825,-84.2537
DL,ATL,OKC,OKC-ATL,35.2335,-97.362,33.3825,-84.2537
FL,ATL,OKC,OKC-ATL,35.2335,-97.362,33.3825,-84.2537
KL,ATL,OKC,OKC-ATL,35.2335,-97.362,33.3825,-84.2537
VS,ATL,OKC,OKC-ATL,35.2335,-97.362,33.3825,-84.2537
WN,ATL,OKC,OKC-ATL,35.2335,-97.362,33.3825,-84.2537
AF,ATL,OMA,OMA-ATL,41.189,-95.5337,33.3825,-84.2537
AZ,ATL,OMA,OMA-ATL,41.189,-95.5337,33.3825,-84.2537
DL,ATL,OMA,OMA-ATL,41.189,-95.5337,33.3825,-84.2537
KL,ATL,OMA,OMA-ATL,41.189,-95.5337,33.3825,-84.2537
AA,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
AF,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
AZ,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
BA,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
CX,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
DL,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
EI,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
EY,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
IB,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
JL,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
KL,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
LH,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
MH,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
NH,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
OZ,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
QF,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
QR,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
UA,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
US,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
VS,ATL,ORD,ORD-ATL,41.5846,-87.5416,33.3825,-84.2537
AF,ATL,ORF,ORF-ATL,36.534,-76.124,33.3825,-84.2537
AS,ATL,ORF,ORF-ATL,36.534,-76.124,33.3825,-84.2537
AZ,ATL,ORF,ORF-ATL,36.534,-76.124,33.3825,-84.2537
DL,ATL,ORF,ORF-ATL,36.534,-76.124,33.3825,-84.2537
FL,ATL,ORF,ORF-ATL,36.534,-76.124,33.3825,-84.2537
KL,ATL,ORF,ORF-ATL,36.534,-76.124,33.3825,-84.2537
WN,ATL,ORF,ORF-ATL,36.534,-76.124,33.3825,-84.2537
AF,ATL,PBI,PBI-ATL,26.4059,-80.544,33.3825,-84.2537
AS,ATL,PBI,PBI-ATL,26.4059,-80.544,33.3825,-84.2537
AZ,ATL,PBI,PBI-ATL,26.4059,-80.544,33.3825,-84.2537
DL,ATL,PBI,PBI-ATL,26.4059,-80.544,33.3825,-84.2537
FL,ATL,PBI,PBI-ATL,26.4059,-80.544,33.3825,-84.2537
KL,ATL,PBI,PBI-ATL,26.4059,-80.544,33.3825,-84.2537
VS,ATL,PBI,PBI-ATL,26.4059,-80.544,33.3825,-84.2537
WN,ATL,PBI,PBI-ATL,26.4059,-80.544,33.3825,-84.2537
AF,ATL,PDX,PDX-ATL,45.3519,-122.3551,33.3825,-84.2537
AS,ATL,PDX,PDX-ATL,45.3519,-122.3551,33.3825,-84.2537
DL,ATL,PDX,PDX-ATL,45.3519,-122.3551,33.3825,-84.2537
KL,ATL,PDX,PDX-ATL,45.3519,-122.3551,33.3825,-84.2537
AF,ATL,PHF,PHF-ATL,37.754,-76.2934,33.3825,-84.2537
DL,ATL,PHF,PHF-ATL,37.754,-76.2934,33.3825,-84.2537
KL,ATL,PHF,PHF-ATL,37.754,-76.2934,33.3825,-84.2537
AA,ATL,PHL,PHL-ATL,39.5219,-75.1428,33.3825,-84.2537
AF,ATL,PHL,PHL-ATL,39.5219,-75.1428,33.3825,-84.2537
AM,ATL,PHL,PHL-ATL,39.5219,-75.1428,33.3825,-84.2537
AZ,ATL,PHL,PHL-ATL,39.5219,-75.1428,33.3825,-84.2537
DL,ATL,PHL,PHL-ATL,39.5219,-75.1428,33.3825,-84.2537
FL,ATL,PHL,PHL-ATL,39.5219,-75.1428,33.3825,-84.2537
KL,ATL,PHL,PHL-ATL,39.5219,-75.1428,33.3825,-84.2537
US,ATL,PHL,PHL-ATL,39.5219,-75.1428,33.3825,-84.2537
WN,ATL,PHL,PHL-ATL,39.5219,-75.1428,33.3825,-84.2537
AA,ATL,PHX,PHX-ATL,33.263,-112.029,33.3825,-84.2537
AF,ATL,PHX,PHX-ATL,33.263,-112.029,33.3825,-84.2537
AZ,ATL,PHX,PHX-ATL,33.263,-112.029,33.3825,-84.2537
DL,ATL,PHX,PHX-ATL,33.263,-112.029,33.3825,-84.2537
FL,ATL,PHX,PHX-ATL,33.263,-112.029,33.3825,-84.2537
KL,ATL,PHX,PHX-ATL,33.263,-112.029,33.3825,-84.2537
US,ATL,PHX,PHX-ATL,33.263,-112.029,33.3825,-84.2537
VS,ATL,PHX,PHX-ATL,33.263,-112.029,33.3825,-84.2537
WN,ATL,PHX,PHX-ATL,33.263,-112.029,33.3825,-84.2537
AF,ATL,PIT,PIT-ATL,40.2929,-80.1358,33.3825,-84.2537
AM,ATL,PIT,PIT-ATL,40.2929,-80.1358,33.3825,-84.2537
AZ,ATL,PIT,PIT-ATL,40.2929,-80.1358,33.3825,-84.2537
DL,ATL,PIT,PIT-ATL,40.2929,-80.1358,33.3825,-84.2537
FL,ATL,PIT,PIT-ATL,40.2929,-80.1358,33.3825,-84.2537
KL,ATL,PIT,PIT-ATL,40.2929,-80.1358,33.3825,-84.2537
WN,ATL,PIT,PIT-ATL,40.2929,-80.1358,33.3825,-84.2537
AF,ATL,PNS,PNS-ATL,30.2823,-87.1114,33.3825,-84.2537
AS,ATL,PNS,PNS-ATL,30.2823,-87.1114,33.3825,-84.2537
DL,ATL,PNS,PNS-ATL,30.2823,-87.1114,33.3825,-84.2537
KL,ATL,PNS,PNS-ATL,30.2823,-87.1114,33.3825,-84.2537
VS,ATL,PNS,PNS-ATL,30.2823,-87.1114,33.3825,-84.2537
AF,ATL,PVD,PVD-ATL,41.4326,-71.2541,33.3825,-84.2537
DL,ATL,PVD,PVD-ATL,41.4326,-71.2541,33.3825,-84.2537
KL,ATL,PVD,PVD-ATL,41.4326,-71.2541,33.3825,-84.2537
AF,ATL,RDU,RDU-ATL,35.5239,-78.4714,33.3825,-84.2537
AM,ATL,RDU,RDU-ATL,35.5239,-78.4714,33.3825,-84.2537
AS,ATL,RDU,RDU-ATL,35.5239,-78.4714,33.3825,-84.2537
AZ,ATL,RDU,RDU-ATL,35.5239,-78.4714,33.3825,-84.2537
DL,ATL,RDU,RDU-ATL,35.5239,-78.4714,33.3825,-84.2537
FL,ATL,RDU,RDU-ATL,35.5239,-78.4714,33.3825,-84.2537
KL,ATL,RDU,RDU-ATL,35.5239,-78.4714,33.3825,-84.2537
VS,ATL,RDU,RDU-ATL,35.5239,-78.4714,33.3825,-84.2537
WN,ATL,RDU,RDU-ATL,35.5239,-78.4714,33.3825,-84.2537
AF,ATL,RIC,RIC-ATL,37.3018,-77.191,33.3825,-84.2537
AM,ATL,RIC,RIC-ATL,37.3018,-77.191,33.3825,-84.2537
AZ,ATL,RIC,RIC-ATL,37.3018,-77.191,33.3825,-84.2537
DL,ATL,RIC,RIC-ATL,37.3018,-77.191,33.3825,-84.2537
FL,ATL,RIC,RIC-ATL,37.3018,-77.191,33.3825,-84.2537
KL,ATL,RIC,RIC-ATL,37.3018,-77.191,33.3825,-84.2537
WN,ATL,RIC,RIC-ATL,37.3018,-77.191,33.3825,-84.2537
AF,ATL,ROC,ROC-ATL,43.77,-77.402,33.3825,-84.2537
AZ,ATL,ROC,ROC-ATL,43.77,-77.402,33.3825,-84.2537
DL,ATL,ROC,ROC-ATL,43.77,-77.402,33.3825,-84.2537
KL,ATL,ROC,ROC-ATL,43.77,-77.402,33.3825,-84.2537
AF,ATL,RSW,RSW-ATL,26.321,-81.4518,33.3825,-84.2537
AS,ATL,RSW,RSW-ATL,26.321,-81.4518,33.3825,-84.2537
AZ,ATL,RSW,RSW-ATL,26.321,-81.4518,33.3825,-84.2537
DL,ATL,RSW,RSW-ATL,26.321,-81.4518,33.3825,-84.2537
FL,ATL,RSW,RSW-ATL,26.321,-81.4518,33.3825,-84.2537
KL,ATL,RSW,RSW-ATL,26.321,-81.4518,33.3825,-84.2537
VS,ATL,RSW,RSW-ATL,26.321,-81.4518,33.3825,-84.2537
WN,ATL,RSW,RSW-ATL,26.321,-81.4518,33.3825,-84.2537
AF,ATL,SAN,SAN-ATL,32.44,-117.1122,33.3825,-84.2537
AS,ATL,SAN,SAN-ATL,32.44,-117.1122,33.3825,-84.2537
AZ,ATL,SAN,SAN-ATL,32.44,-117.1122,33.3825,-84.2537
DL,ATL,SAN,SAN-ATL,32.44,-117.1122,33.3825,-84.2537
FL,ATL,SAN,SAN-ATL,32.44,-117.1122,33.3825,-84.2537
KL,ATL,SAN,SAN-ATL,32.44,-117.1122,33.3825,-84.2537
VS,ATL,SAN,SAN-ATL,32.44,-117.1122,33.3825,-84.2537
WN,ATL,SAN,SAN-ATL,32.44,-117.1122,33.3825,-84.2537
AF,ATL,SAT,SAT-ATL,29.321,-98.2811,33.3825,-84.2537
AZ,ATL,SAT,SAT-ATL,29.321,-98.2811,33.3825,-84.2537
DL,ATL,SAT,SAT-ATL,29.321,-98.2811,33.3825,-84.2537
FL,ATL,SAT,SAT-ATL,29.321,-98.2811,33.3825,-84.2537
KL,ATL,SAT,SAT-ATL,29.321,-98.2811,33.3825,-84.2537
VS,ATL,SAT,SAT-ATL,29.321,-98.2811,33.3825,-84.2537
WN,ATL,SAT,SAT-ATL,29.321,-98.2811,33.3825,-84.2537
AF,ATL,SAV,SAV-ATL,32.739,-81.127,33.3825,-84.2537
AS,ATL,SAV,SAV-ATL,32.739,-81.127,33.3825,-84.2537
AZ,ATL,SAV,SAV-ATL,32.739,-81.127,33.3825,-84.2537
DL,ATL,SAV,SAV-ATL,32.739,-81.127,33.3825,-84.2537
KL,ATL,SAV,SAV-ATL,32.739,-81.127,33.3825,-84.2537
VS,ATL,SAV,SAV-ATL,32.739,-81.127,33.3825,-84.2537
AF,ATL,SEA,SEA-ATL,47.2656,-122.1833,33.3825,-84.2537
AM,ATL,SEA,SEA-ATL,47.2656,-122.1833,33.3825,-84.2537
AS,ATL,SEA,SEA-ATL,47.2656,-122.1833,33.3825,-84.2537
AZ,ATL,SEA,SEA-ATL,47.2656,-122.1833,33.3825,-84.2537
DL,ATL,SEA,SEA-ATL,47.2656,-122.1833,33.3825,-84.2537
KL,ATL,SEA,SEA-ATL,47.2656,-122.1833,33.3825,-84.2537
AF,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
AM,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
AZ,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
CI,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
DL,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
FL,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
KL,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
NZ,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
UA,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
VS,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
WN,ATL,SFO,SFO-ATL,37.378,-122.2229,33.3825,-84.2537
AF,ATL,SHV,SHV-ATL,32.2647,-93.4932,33.3825,-84.2537
DL,ATL,SHV,SHV-ATL,32.2647,-93.4932,33.3825,-84.2537
KL,ATL,SHV,SHV-ATL,32.2647,-93.4932,33.3825,-84.2537
DL,ATL,SJC,SJC-ATL,37.2142,-121.5544,33.3825,-84.2537
KL,ATL,SJC,SJC-ATL,37.2142,-121.5544,33.3825,-84.2537
AF,ATL,SLC,SLC-ATL,40.4718,-111.5839,33.3825,-84.2537
AM,ATL,SLC,SLC-ATL,40.4718,-111.5839,33.3825,-84.2537
AS,ATL,SLC,SLC-ATL,40.4718,-111.5839,33.3825,-84.2537
AZ,ATL,SLC,SLC-ATL,40.4718,-111.5839,33.3825,-84.2537
DL,ATL,SLC,SLC-ATL,40.4718,-111.5839,33.3825,-84.2537
KL,ATL,SLC,SLC-ATL,40.4718,-111.5839,33.3825,-84.2537
AF,ATL,SMF,SMF-ATL,38.4143,-121.3526,33.3825,-84.2537
DL,ATL,SMF,SMF-ATL,38.4143,-121.3526,33.3825,-84.2537
KL,ATL,SMF,SMF-ATL,38.4143,-121.3526,33.3825,-84.2537
VS,ATL,SMF,SMF-ATL,38.4143,-121.3526,33.3825,-84.2537
AF,ATL,SNA,SNA-ATL,33.4032,-117.525,33.3825,-84.2537
AZ,ATL,SNA,SNA-ATL,33.4032,-117.525,33.3825,-84.2537
DL,ATL,SNA,SNA-ATL,33.4032,-117.525,33.3825,-84.2537
KL,ATL,SNA,SNA-ATL,33.4032,-117.525,33.3825,-84.2537
AF,ATL,STL,STL-ATL,38.4451,-90.2135,33.3825,-84.2537
AM,ATL,STL,STL-ATL,38.4451,-90.2135,33.3825,-84.2537
AZ,ATL,STL,STL-ATL,38.4451,-90.2135,33.3825,-84.2537
DL,ATL,STL,STL-ATL,38.4451,-90.2135,33.3825,-84.2537
FL,ATL,STL,STL-ATL,38.4451,-90.2135,33.3825,-84.2537
KL,ATL,STL,STL-ATL,38.4451,-90.2135,33.3825,-84.2537
VS,ATL,STL,STL-ATL,38.4451,-90.2135,33.3825,-84.2537
WN,ATL,STL,STL-ATL,38.4451,-90.2135,33.3825,-84.2537
9E,ATL,SYR,SYR-ATL,43.64,-76.622,33.3825,-84.2537
AF,ATL,SYR,SYR-ATL,43.64,-76.622,33.3825,-84.2537
DL,ATL,SYR,SYR-ATL,43.64,-76.622,33.3825,-84.2537
KL,ATL,SYR,SYR-ATL,43.64,-76.622,33.3825,-84.2537
AF,ATL,TLH,TLH-ATL,30.2347,-84.211,33.3825,-84.2537
DL,ATL,TLH,TLH-ATL,30.2347,-84.211,33.3825,-84.2537
KL,ATL,TLH,TLH-ATL,30.2347,-84.211,33.3825,-84.2537
AF,ATL,TPA,TPA-ATL,27.5831,-82.3159,33.3825,-84.2537
AM,ATL,TPA,TPA-ATL,27.5831,-82.3159,33.3825,-84.2537
AZ,ATL,TPA,TPA-ATL,27.5831,-82.3159,33.3825,-84.2537
DL,ATL,TPA,TPA-ATL,27.5831,-82.3159,33.3825,-84.2537
FL,ATL,TPA,TPA-ATL,27.5831,-82.3159,33.3825,-84.2537
KL,ATL,TPA,TPA-ATL,27.5831,-82.3159,33.3825,-84.2537
VS,ATL,TPA,TPA-ATL,27.5831,-82.3159,33.3825,-84.2537
WN,ATL,TPA,TPA-ATL,27.5831,-82.3159,33.3825,-84.2537
F9,ATL,TTN,TTN-ATL,40.1636,-74.4848,33.3825,-84.2537
AF,ATL,TUL,TUL-ATL,36.1154,-95.5317,33.3825,-84.2537
DL,ATL,TUL,TUL-ATL,36.1154,-95.5317,33.3825,-84.2537
KL,ATL,TUL,TUL-ATL,36.1154,-95.5317,33.3825,-84.2537
VS,ATL,TUL,TUL-ATL,36.1154,-95.5317,33.3825,-84.2537
AF,ATL,TUS,TUS-ATL,32.658,-110.5629,33.3825,-84.2537
AZ,ATL,TUS,TUS-ATL,32.658,-110.5629,33.3825,-84.2537
DL,ATL,TUS,TUS-ATL,32.658,-110.5629,33.3825,-84.2537
KL,ATL,TUS,TUS-ATL,32.658,-110.5629,33.3825,-84.2537
VS,ATL,TUS,TUS-ATL,32.658,-110.5629,33.3825,-84.2537
9E,ATL,TYS,TYS-ATL,35.4844,-83.5934,33.3825,-84.2537
AF,ATL,TYS,TYS-ATL,35.4844,-83.5934,33.3825,-84.2537
AS,ATL,TYS,TYS-ATL,35.4844,-83.5934,33.3825,-84.2537
AZ,ATL,TYS,TYS-ATL,35.4844,-83.5934,33.3825,-84.2537
DL,ATL,TYS,TYS-ATL,35.4844,-83.5934,33.3825,-84.2537
KL,ATL,TYS,TYS-ATL,35.4844,-83.5934,33.3825,-84.2537
AF,ATL,VPS,VPS-ATL,30.2859,-86.3131,33.3825,-84.2537
DL,ATL,VPS,VPS-ATL,30.2859,-86.3131,33.3825,-84.2537
KL,ATL,VPS,VPS-ATL,30.2859,-86.3131,33.3825,-84.2537
9K,AUG,BOS,BOS-AUG,42.2151,-71.018,44.1914,-69.475
AF,AUS,ATL,ATL-AUS,33.3825,-84.2537,30.114,-97.4011
AZ,AUS,ATL,ATL-AUS,33.3825,-84.2537,30.114,-97.4011
DL,AUS,ATL,ATL-AUS,33.3825,-84.2537,30.114,-97.4011
FL,AUS,ATL,ATL-AUS,33.3825,-84.2537,30.114,-97.4011
KL,AUS,ATL,ATL-AUS,33.3825,-84.2537,30.114,-97.4011
VS,AUS,ATL,ATL-AUS,33.3825,-84.2537,30.114,-97.4011
WN,AUS,ATL,ATL-AUS,33.3825,-84.2537,30.114,-97.4011
WN,AUS,BNA,BNA-AUS,36.728,-86.4041,30.114,-97.4011
B6,AUS,BOS,BOS-AUS,42.2151,-71.018,30.114,-97.4011
FL,AUS,BWI,BWI-AUS,39.1031,-76.406,30.114,-97.4011
WN,AUS,BWI,BWI-AUS,39.1031,-76.406,30.114,-97.4011
UA,AUS,CLE,CLE-AUS,41.2442,-81.5059,30.114,-97.4011
AA,AUS,CLT,CLT-AUS,35.125,-80.5635,30.114,-97.4011
US,AUS,CLT,CLT-AUS,35.125,-80.5635,30.114,-97.4011
FL,AUS,DAL,DAL-AUS,32.5049,-96.516,30.114,-97.4011
WN,AUS,DAL,DAL-AUS,32.5049,-96.516,30.114,-97.4011
WN,AUS,DCA,DCA-AUS,38.517,-77.215,30.114,-97.4011
F9,AUS,DEN,DEN-AUS,39.513,-104.401,30.114,-97.4011
UA,AUS,DEN,DEN-AUS,39.513,-104.401,30.114,-97.4011
WN,AUS,DEN,DEN-AUS,39.513,-104.401,30.114,-97.4011
AA,AUS,DFW,DFW-AUS,32.5347,-97.215,30.114,-97.4011
FL,AUS,DFW,DFW-AUS,32.5347,-97.215,30.114,-97.4011
US,AUS,DFW,DFW-AUS,32.5347,-97.215,30.114,-97.4011
DL,AUS,DTW,DTW-AUS,42.1244,-83.2112,30.114,-97.4011
WN,AUS,ELP,ELP-AUS,31.4824,-106.224,30.114,-97.4011
UA,AUS,EWR,EWR-AUS,40.4132,-74.107,30.114,-97.4011
WN,AUS,EWR,EWR-AUS,40.4132,-74.107,30.114,-97.4011
B6,AUS,FLL,FLL-AUS,26.421,-80.99,30.114,-97.4011
FL,AUS,FLL,FLL-AUS,26.421,-80.99,30.114,-97.4011
