Airline,Destination airport,Origin airport,Route Details,Dest Latitude,Dest Longitude,Origin Latitude,Origin Longitude
FL,MDW,MCO,MCO-MDW,28.2544,-81.1857,41.479,-87.458
FL,MDW,MEM,MEM-MDW,35.232,-89.5836,41.479,-87.458
FL,MDW,MSP,MSP-MDW,44.5249,-93.13,41.479,-87.458
FL,MDW,MSY,MSY-MDW,29.5936,-90.1528,41.479,-87.458
FL,MDW,OAK,OAK-MDW,37.4316,-122.1314,41.479,-87.458
FL,MDW,OKC,OKC-MDW,35.2335,-97.362,41.479,-87.458
FL,MDW,OMA,OMA-MDW,41.189,-95.5337,41.479,-87.458
FL,MDW,ORF,ORF-MDW,36.534,-76.124,41.479,-87.458
FL,MDW,PDX,PDX-MDW,45.3519,-122.3551,41.479,-87.458
FL,MDW,PHL,PHL-MDW,39.5219,-75.1428,41.479,-87.458
FL,MDW,PIT,PIT-MDW,40.2929,-80.1358,41.479,-87.458
FL,MDW,PVD,PVD-MDW,41.4326,-71.2541,41.479,-87.458
FL,MDW,RDU,RDU-MDW,35.5239,-78.4714,41.479,-87.458
FL,MDW,RNO,RNO-MDW,39.2954,-119.465,41.479,-87.458
FL,MDW,ROC,ROC-MDW,43.77,-77.402,41.479,-87.458
FL,MDW,RSW,RSW-MDW,26.321,-81.4518,41.479,-87.458
FL,MDW,SAT,SAT-MDW,29.321,-98.2811,41.479,-87.458
FL,MDW,SEA,SEA-MDW,47.2656,-122.1833,41.479,-87.458
FL,MDW,SFO,SFO-MDW,37.378,-122.2229,41.479,-87.458
FL,MDW,SLC,SLC-MDW,40.4718,-111.5839,41.479,-87.458
FL,MDW,STL,STL-MDW,38.4451,-90.2135,41.479,-87.458
FL,MDW,TPA,TPA-MDW,27.5831,-82.3159,41.479,-87.458
FL,MDW,TUS,TUS-MDW,32.658,-110.5629,41.479,-87.458
FL,MEM,BWI,BWI-MEM,39.1031,-76.406,35.232,-89.5836
FL,MEM,MCO,MCO-MEM,28.2544,-81.1857,35.232,-89.5836
FL,MEM,MDW,MDW-MEM,41.479,-87.458,35.232,-89.5836
FL,MKE,ATL,ATL-MKE,33.3825,-84.2537,42.565,-87.5347
FL,MKE,DCA,DCA-MKE,38.517,-77.215,42.565,-87.5347
FL,MKE,DEN,DEN-MKE,39.513,-104.401,42.565,-87.5347
FL,MKE,FLL,FLL-MKE,26.421,-80.99,42.565,-87.5347
FL,MKE,LAS,LAS-MKE,36.449,-115.98,42.565,-87.5347
FL,MKE,LAX,LAX-MKE,33.5633,-118.2429,42.565,-87.5347
FL,MKE,MCI,MCI-MKE,39.1751,-94.425,42.565,-87.5347
FL,MKE,MCO,MCO-MKE,28.2544,-81.1857,42.565,-87.5347
FL,MKE,MSP,MSP-MKE,44.5249,-93.13,42.565,-87.5347
FL,MKE,MSY,MSY-MKE,29.5936,-90.1528,42.565,-87.5347
FL,MKE,SEA,SEA-MKE,47.2656,-122.1833,42.565,-87.5347
FL,MKE,SFO,SFO-MKE,37.378,-122.2229,42.565,-87.5347
FL,MKE,STL,STL-MKE,38.4451,-90.2135,42.565,-87.5347
FL,MKE,TPA,TPA-MKE,27.5831,-82.3159,42.565,-87.5347
FL,MSP,ATL,ATL-MSP,33.3825,-84.2537,44.5249,-93.13
FL,MSP,DEN,DEN-MSP,39.513,-104.401,44.5249,-93.13
FL,MSP,MCI,MCI-MSP,39.1751,-94.425,44.5249,-93.13
FL,MSP,MCO,MCO-MSP,28.2544,-81.1857,44.5249,-93.13
FL,MSP,MDW,MDW-MSP,41.479,-87.458,44.5249,-93.13
FL,MSP,MKE,MKE-MSP,42.565,-87.5347,44.5249,-93.13
FL,MSP,STL,STL-MSP,38.4451,-90.2135,44.5249,-93.13
FL,MSY,ATL,ATL-MSY,33.3825,-84.2537,29.5936,-90.1528
FL,MSY,BWI,BWI-MSY,39.1031,-76.406,29.5936,-90.1528
FL,MSY,DAL,DAL-MSY,32.5049,-96.516,29.5936,-90.1528
FL,MSY,DEN,DEN-MSY,39.513,-104.401,29.5936,-90.1528
FL,MSY,EWR,EWR-MSY,40.4132,-74.107,29.5936,-90.1528
FL,MSY,FLL,FLL-MSY,26.421,-80.99,29.5936,-90.1528
FL,MSY,HOU,HOU-MSY,29.3843,-95.1644,29.5936,-90.1528
FL,MSY,MCI,MCI-MSY,39.1751,-94.425,29.5936,-90.1528
FL,MSY,MCO,MCO-MSY,28.2544,-81.1857,29.5936,-90.1528
FL,MSY,MDW,MDW-MSY,41.479,-87.458,29.5936,-90.1528
FL,MSY,MKE,MKE-MSY,42.565,-87.5347,29.5936,-90.1528
FL,MSY,STL,STL-MSY,38.4451,-90.2135,29.5936,-90.1528
FL,MSY,TPA,TPA-MSY,27.5831,-82.3159,29.5936,-90.1528
FL,OAK,AUS,AUS-OAK,30.114,-97.4011,37.4316,-122.1314
FL,OAK,LAS,LAS-OAK,36.449,-115.98,37.4316,-122.1314
FL,OAK,LAX,LAX-OAK,33.5633,-118.2429,37.4316,-122.1314
FL,OAK,MDW,MDW-OAK,41.479,-87.458,37.4316,-122.1314
FL,OAK,MSP,MSP-OAK,44.5249,-93.13,37.4316,-122.1314
FL,OAK,PDX,PDX-OAK,45.3519,-122.3551,37.4316,-122.1314
FL,OAK,PHX,PHX-OAK,33.263,-112.029,37.4316,-122.1314
FL,OAK,SEA,SEA-OAK,47.2656,-122.1833,37.4316,-122.1314
FL,OAK,SLC,SLC-OAK,40.4718,-111.5839,37.4316,-122.1314
FL,OAK,SNA,SNA-OAK,33.4032,-117.525,37.4316,-122.1314
FL,OKC,ATL,ATL-OKC,33.3825,-84.2537,35.2335,-97.362
FL,OKC,DAL,DAL-OKC,32.5049,-96.516,35.2335,-97.362
FL,OKC,DEN,DEN-OKC,39.513,-104.401,35.2335,-97.362
FL,OKC,HOU,HOU-OKC,29.3843,-95.1644,35.2335,-97.362
FL,OKC,MDW,MDW-OKC,41.479,-87.458,35.2335,-97.362
FL,OKC,OAK,OAK-OKC,37.4316,-122.1314,35.2335,-97.362
FL,OKC,PDX,PDX-OKC,45.3519,-122.3551,35.2335,-97.362
FL,OKC,STL,STL-OKC,38.4451,-90.2135,35.2335,-97.362
FL,OMA,DEN,DEN-OMA,39.513,-104.401,41.189,-95.5337
FL,OMA,MDW,MDW-OMA,41.479,-87.458,41.189,-95.5337
FL,OMA,STL,STL-OMA,38.4451,-90.2135,41.189,-95.5337
FL,ONT,DEN,DEN-ONT,39.513,-104.401,34.321,-117.364
FL,ONT,MDW,MDW-ONT,41.479,-87.458,34.321,-117.364
FL,ONT,PHX,PHX-ONT,33.263,-112.029,34.321,-117.364
FL,ORF,ATL,ATL-ORF,33.3825,-84.2537,36.534,-76.124
FL,ORF,BWI,BWI-ORF,39.1031,-76.406,36.534,-76.124
FL,ORF,DEN,DEN-ORF,39.513,-104.401,36.534,-76.124
FL,ORF,MCO,MCO-ORF,28.2544,-81.1857,36.534,-76.124
FL,ORF,MDW,MDW-ORF,41.479,-87.458,36.534,-76.124
FL,ORF,SFO,SFO-ORF,37.378,-122.2229,36.534,-76.124
FL,PBI,ATL,ATL-PBI,33.3825,-84.2537,26.4059,-80.544
FL,PDX,MCI,MCI-PDX,39.1751,-94.425,45.3519,-122.3551
FL,PDX,MDW,MDW-PDX,41.479,-87.458,45.3519,-122.3551
FL,PDX,PHX,PHX-PDX,33.263,-112.029,45.3519,-122.3551
FL,PDX,SLC,SLC-PDX,40.4718,-111.5839,45.3519,-122.3551
FL,PDX,TPA,TPA-PDX,27.5831,-82.3159,45.3519,-122.3551
FL,PHL,ATL,ATL-PHL,33.3825,-84.2537,39.5219,-75.1428
FL,PHL,ELP,ELP-PHL,31.4824,-106.224,39.5219,-75.1428
FL,PHL,MCI,MCI-PHL,39.1751,-94.425,39.5219,-75.1428
FL,PHL,MCO,MCO-PHL,28.2544,-81.1857,39.5219,-75.1428
FL,PHL,MDW,MDW-PHL,41.479,-87.458,39.5219,-75.1428
FL,PHL,PHX,PHX-PHL,33.263,-112.029,39.5219,-75.1428
FL,PHL,STL,STL-PHL,38.4451,-90.2135,39.5219,-75.1428
FL,PHX,ATL,ATL-PHX,33.3825,-84.2537,33.263,-112.029
FL,PHX,BWI,BWI-PHX,39.1031,-76.406,33.263,-112.029
FL,PHX,DEN,DEN-PHX,39.513,-104.401,33.263,-112.029
FL,PHX,DSM,DSM-PHX,41.322,-93.3945,33.263,-112.029
FL,PHX,FLL,FLL-PHX,26.421,-80.99,33.263,-112.029
FL,PHX,HOU,HOU-PHX,29.3843,-95.1644,33.263,-112.029
FL,PHX,LAS,LAS-PHX,36.449,-115.98,33.263,-112.029
FL,PHX,MCO,MCO-PHX,28.2544,-81.1857,33.263,-112.029
FL,PHX,MDW,MDW-PHX,41.479,-87.458,33.263,-112.029
FL,PHX,MKE,MKE-PHX,42.565,-87.5347,33.263,-112.029
FL,PHX,MSP,MSP-PHX,44.5249,-93.13,33.263,-112.029
FL,PHX,PHL,PHL-PHX,39.5219,-75.1428,33.263,-112.029
FL,PHX,SAN,SAN-PHX,32.44,-117.1122,33.263,-112.029
FL,PHX,SAT,SAT-PHX,29.321,-98.2811,33.263,-112.029
FL,PHX,SEA,SEA-PHX,47.2656,-122.1833,33.263,-112.029
FL,PHX,SMF,SMF-PHX,38.4143,-121.3526,33.263,-112.029
FL,PHX,SNA,SNA-PHX,33.4032,-117.525,33.263,-112.029
FL,PHX,TPA,TPA-PHX,27.5831,-82.3159,33.263,-112.029
FL,PIT,ATL,ATL-PIT,33.3825,-84.2537,40.2929,-80.1358
FL,PIT,BNA,BNA-PIT,36.728,-86.4041,40.2929,-80.1358
FL,PIT,BWI,BWI-PIT,39.1031,-76.406,40.2929,-80.1358
FL,PIT,MCO,MCO-PIT,28.2544,-81.1857,40.2929,-80.1358
FL,PIT,MDW,MDW-PIT,41.479,-87.458,40.2929,-80.1358
FL,PIT,TPA,TPA-PIT,27.5831,-82.3159,40.2929,-80.1358
FL,PVD,BNA,BNA-PVD,36.728,-86.4041,41.4326,-71.2541
FL,PVD,BWI,BWI-PVD,39.1031,-76.406,41.4326,-71.2541
FL,PVD,HOU,HOU-PVD,29.3843,-95.1644,41.4326,-71.2541
FL,PVD,LAS,LAS-PVD,36.449,-115.98,41.4326,-71.2541
FL,PVD,MCO,MCO-PVD,28.2544,-81.1857,41.4326,-71.2541
FL,PVD,MDW,MDW-PVD,41.479,-87.458,41.4326,-71.2541
FL,PVD,TPA,TPA-PVD,27.5831,-82.3159,41.4326,-71.2541
FL,PWM,BWI,BWI-PWM,39.1031,-76.406,43.3846,-70.1831
FL,PWM,LAX,LAX-PWM,33.5633,-118.2429,43.3846,-70.1831
FL,RDU,ATL,ATL-RDU,33.3825,-84.2537,35.5239,-78.4714
FL,RDU,BWI,BWI-RDU,39.1031,-76.406,35.5239,-78.4714
FL,RDU,HOU,HOU-RDU,29.3843,-95.1644,35.5239,-78.4714
FL,RDU,LAS,LAS-RDU,36.449,-115.98,35.5239,-78.4714
FL,RDU,MCO,MCO-RDU,28.2544,-81.1857,35.5239,-78.4714
FL,RDU,MDW,MDW-RDU,41.479,-87.458,35.5239,-78.4714
FL,RDU,STL,STL-RDU,38.4451,-90.2135,35.5239,-78.4714
FL,RDU,TPA,TPA-RDU,27.5831,-82.3159,35.5239,-78.4714
FL,RIC,ATL,ATL-RIC,33.3825,-84.2537,37.3018,-77.191
FL,RNO,CMH,CMH-RNO,39.5952,-82.533,39.2954,-119.465
FL,RNO,LAS,LAS-RNO,36.449,-115.98,39.2954,-119.465
FL,RNO,LAX,LAX-RNO,33.5633,-118.2429,39.2954,-119.465
FL,RNO,SAN,SAN-RNO,32.44,-117.1122,39.2954,-119.465
FL,ROC,BWI,BWI-ROC,39.1031,-76.406,43.77,-77.402
FL,ROC,MDW,MDW-ROC,41.479,-87.458,43.77,-77.402
FL,RSW,ATL,ATL-RSW,33.3825,-84.2537,26.321,-81.4518
FL,RSW,BWI,BWI-RSW,39.1031,-76.406,26.321,-81.4518
FL,RSW,DCA,DCA-RSW,38.517,-77.215,26.321,-81.4518
FL,RSW,MDW,MDW-RSW,41.479,-87.458,26.321,-81.4518
FL,RSW,MKE,MKE-RSW,42.565,-87.5347,26.321,-81.4518
FL,SAN,ATL,ATL-SAN,33.3825,-84.2537,32.44,-117.1122
FL,SAN,BWI,BWI-SAN,39.1031,-76.406,32.44,-117.1122
FL,SAN,DEN,DEN-SAN,39.513,-104.401,32.44,-117.1122
FL,SAN,LAS,LAS-SAN,36.449,-115.98,32.44,-117.1122
FL,SAN,MDW,MDW-SAN,41.479,-87.458,32.44,-117.1122
FL,SAN,MSY,MSY-SAN,29.5936,-90.1528,32.44,-117.1122
FL,SAN,OMA,OMA-SAN,41.189,-95.5337,32.44,-117.1122
FL,SAN,PHX,PHX-SAN,33.263,-112.029,32.44,-117.1122
FL,SAN,PVD,PVD-SAN,41.4326,-71.2541,32.44,-117.1122
FL,SAN,SEA,SEA-SAN,47.2656,-122.1833,32.44,-117.1122
FL,SAN,SJC,SJC-SAN,37.2142,-121.5544,32.44,-117.1122
FL,SAN,SMF,SMF-SAN,38.4143,-121.3526,32.44,-117.1122
FL,SAT,ATL,ATL-SAT,33.3825,-84.2537,29.321,-98.2811
FL,SAT,BWI,BWI-SAT,39.1031,-76.406,29.321,-98.2811
FL,SAT,DAL,DAL-SAT,32.5049,-96.516,29.321,-98.2811
FL,SAT,DEN,DEN-SAT,39.513,-104.401,29.321,-98.2811
FL,SAT,ELP,ELP-SAT,31.4824,-106.224,29.321,-98.2811
FL,SAT,HOU,HOU-SAT,29.3843,-95.1644,29.321,-98.2811
FL,SAT,LAS,LAS-SAT,36.449,-115.98,29.321,-98.2811
FL,SAT,MCO,MCO-SAT,28.2544,-81.1857,29.321,-98.2811
FL,SAT,MDW,MDW-SAT,41.479,-87.458,29.321,-98.2811
FL,SAT,SAN,SAN-SAT,32.44,-117.1122,29.321,-98.2811
FL,SAT,STL,STL-SAT,38.4451,-90.2135,29.321,-98.2811
FL,SAT,TPA,TPA-SAT,27.5831,-82.3159,29.321,-98.2811
FL,SEA,DAL,DAL-SEA,32.5049,-96.516,47.2656,-122.1833
FL,SEA,LAS,LAS-SEA,36.449,-115.98,47.2656,-122.1833
FL,SEA,MCI,MCI-SEA,39.1751,-94.425,47.2656,-122.1833
FL,SEA,MDW,MDW-SEA,41.479,-87.458,47.2656,-122.1833
FL,SEA,MKE,MKE-SEA,42.565,-87.5347,47.2656,-122.1833
FL,SEA,SLC,SLC-SEA,40.4718,-111.5839,47.2656,-122.1833
FL,SEA,SMF,SMF-SEA,38.4143,-121.3526,47.2656,-122.1833
FL,SEA,TPA,TPA-SEA,27.5831,-82.3159,47.2656,-122.1833
FL,SFO,ATL,ATL-SFO,33.3825,-84.2537,37.378,-122.2229
FL,SFO,DAL,DAL-SFO,32.5049,-96.516,37.378,-122.2229
FL,SFO,FLL,FLL-SFO,26.421,-80.99,37.378,-122.2229
FL,SFO,MCI,MCI-SFO,39.1751,-94.425,37.378,-122.2229
FL,SFO,MDW,MDW-SFO,41.479,-87.458,37.378,-122.2229
FL,SFO,MKE,MKE-SFO,42.565,-87.5347,37.378,-122.2229
FL,SFO,RDU,RDU-SFO,35.5239,-78.4714,37.378,-122.2229
FL,SFO,SNA,SNA-SFO,33.4032,-117.525,37.378,-122.2229
FL,SJC,AUS,AUS-SJC,30.114,-97.4011,37.2142,-121.5544
FL,SJC,MDW,MDW-SJC,41.479,-87.458,37.2142,-121.5544
FL,SJC,PHX,PHX-SJC,33.263,-112.029,37.2142,-121.5544
FL,SJC,SAN,SAN-SJC,32.44,-117.1122,37.2142,-121.5544
FL,SJC,TUS,TUS-SJC,32.658,-110.5629,37.2142,-121.5544
FL,SLC,BWI,BWI-SLC,39.1031,-76.406,40.4718,-111.5839
FL,SLC,DAL,DAL-SLC,32.5049,-96.516,40.4718,-111.5839
FL,SLC,DEN,DEN-SLC,39.513,-104.401,40.4718,-111.5839
FL,SLC,LAS,LAS-SLC,36.449,-115.98,40.4718,-111.5839
FL,SLC,MDW,MDW-SLC,41.479,-87.458,40.4718,-111.5839
FL,SLC,PVD,PVD-SLC,41.4326,-71.2541,40.4718,-111.5839
FL,SLC,SEA,SEA-SLC,47.2656,-122.1833,40.4718,-111.5839
FL,SMF,AUS,AUS-SMF,30.114,-97.4011,38.4143,-121.3526
FL,SMF,DEN,DEN-SMF,39.513,-104.401,38.4143,-121.3526
FL,SMF,LAS,LAS-SMF,36.449,-115.98,38.4143,-121.3526
FL,SMF,MDW,MDW-SMF,41.479,-87.458,38.4143,-121.3526
FL,SMF,SEA,SEA-SMF,47.2656,-122.1833,38.4143,-121.3526
FL,SNA,DEN,DEN-SNA,39.513,-104.401,33.4032,-117.525
FL,SNA,HOU,HOU-SNA,29.3843,-95.1644,33.4032,-117.525
FL,SNA,ISP,ISP-SNA,40.4742,-73.6,33.4032,-117.525
FL,SNA,LAS,LAS-SNA,36.449,-115.98,33.4032,-117.525
FL,SNA,OAK,OAK-SNA,37.4316,-122.1314,33.4032,-117.525
FL,SNA,PHX,PHX-SNA,33.263,-112.029,33.4032,-117.525
FL,SNA,SMF,SMF-SNA,38.4143,-121.3526,33.4032,-117.525
FL,STL,ATL,ATL-STL,33.3825,-84.2537,38.4451,-90.2135
FL,STL,BWI,BWI-STL,39.1031,-76.406,38.4451,-90.2135
FL,STL,CMH,CMH-STL,39.5952,-82.533,38.4451,-90.2135
FL,STL,DAL,DAL-STL,32.5049,-96.516,38.4451,-90.2135
FL,STL,GRR,GRR-STL,42.5251,-85.3122,38.4451,-90.2135
FL,STL,LIT,LIT-STL,34.4346,-92.1327,38.4451,-90.2135
FL,STL,MCI,MCI-STL,39.1751,-94.425,38.4451,-90.2135
FL,STL,MCO,MCO-STL,28.2544,-81.1857,38.4451,-90.2135
FL,STL,MDW,MDW-STL,41.479,-87.458,38.4451,-90.2135
FL,STL,MKE,MKE-STL,42.565,-87.5347,38.4451,-90.2135
FL,STL,MSP,MSP-STL,44.5249,-93.13,38.4451,-90.2135
FL,STL,MSY,MSY-STL,29.5936,-90.1528,38.4451,-90.2135
FL,STL,OKC,OKC-STL,35.2335,-97.362,38.4451,-90.2135
FL,STL,OMA,OMA-STL,41.189,-95.5337,38.4451,-90.2135
FL,STL,SAT,SAT-STL,29.321,-98.2811,38.4451,-90.2135
FL,STL,TPA,TPA-STL,27.5831,-82.3159,38.4451,-90.2135
FL,TPA,ALB,ALB-TPA,42.4453,-73.481,27.5831,-82.3159
FL,TPA,ATL,ATL-TPA,33.3825,-84.2537,27.5831,-82.3159
FL,TPA,BHM,BHM-TPA,33.3346,-86.4512,27.5831,-82.3159
FL,TPA,BNA,BNA-TPA,36.728,-86.4041,27.5831,-82.3159
FL,TPA,BWI,BWI-TPA,39.1031,-76.406,27.5831,-82.3159
FL,TPA,CHS,CHS-TPA,32.5355,-80.225,27.5831,-82.3159
FL,TPA,DAY,DAY-TPA,39.548,-84.139,27.5831,-82.3159
FL,TPA,DEN,DEN-TPA,39.513,-104.401,27.5831,-82.3159
FL,TPA,EYW,EYW-TPA,24.3322,-81.4534,27.5831,-82.3159
FL,TPA,FLL,FLL-TPA,26.421,-80.99,27.5831,-82.3159
FL,TPA,HOU,HOU-TPA,29.3843,-95.1644,27.5831,-82.3159
FL,TPA,IAD,IAD-TPA,38.564,-77.272,27.5831,-82.3159
FL,TPA,IND,IND-TPA,39.432,-86.1739,27.5831,-82.3159
FL,TPA,ISP,ISP-TPA,40.4742,-73.6,27.5831,-82.3159
FL,TPA,LAS,LAS-TPA,36.449,-115.98,27.5831,-82.3159
FL,TPA,MCI,MCI-TPA,39.1751,-94.425,27.5831,-82.3159
FL,TPA,MDW,MDW-TPA,41.479,-87.458,27.5831,-82.3159
FL,TPA,MEM,MEM-TPA,35.232,-89.5836,27.5831,-82.3159
FL,TPA,MKE,MKE-TPA,42.565,-87.5347,27.5831,-82.3159
FL,TPA,MSY,MSY-TPA,29.5936,-90.1528,27.5831,-82.3159
FL,TPA,PIT,PIT-TPA,40.2929,-80.1358,27.5831,-82.3159
FL,TPA,RDU,RDU-TPA,35.5239,-78.4714,27.5831,-82.3159
FL,TPA,SAT,SAT-TPA,29.321,-98.2811,27.5831,-82.3159
FL,TPA,STL,STL-TPA,38.4451,-90.2135,27.5831,-82.3159
FL,TUL,HOU,HOU-TUL,29.3843,-95.1644,36.1154,-95.5317
FL,TUL,MDW,MDW-TUL,41.479,-87.458,36.1154,-95.5317
FL,TUS,DEN,DEN-TUS,39.513,-104.401,32.658,-110.5629
FL,TUS,LAS,LAS-TUS,36.449,-115.98,32.658,-110.5629
FL,TUS,MDW,MDW-TUS,41.479,-87.458,32.658,-110.5629
FL,TUS,SLC,SLC-TUS,40.4718,-111.5839,32.658,-110.5629
G4,CHA,PIE,PIE-CHA,27.5438,-82.4114,35.27,-85.1213
G4,COS,LAS,LAS-COS,36.449,-115.98,38.482,-104.42
G4,CPR,LAS,LAS-CPR,36.449,-115.98,42.5428,-106.2751
G4,DLH,LAS,LAS-DLH,36.449,-115.98,46.5031,-92.1137
G4,DSM,LAS,LAS-DSM,36.449,-115.98,41.322,-93.3945
G4,DSM,PIE,PIE-DSM,27.5438,-82.4114,41.322,-93.3945
G4,FAT,LAS,LAS-FAT,36.449,-115.98,36.4634,-119.435
G4,FLL,PBG,PBG-FLL,44.393,-73.285,26.421,-80.99
G4,FLL,TYS,TYS-FLL,35.4844,-83.5934,26.421,-80.99
G4,GFK,LAS,LAS-GFK,36.449,-115.98,47.5657,-97.1034
G4,GRR,LAS,LAS-GRR,36.449,-115.98,42.5251,-85.3122
G4,GRR,PIE,PIE-GRR,27.5438,-82.4114,42.5251,-85.3122
G4,GTF,LAS,LAS-GTF,36.449,-115.98,47.2855,-111.2214
G4,IAG,PIE,PIE-IAG,27.5438,-82.4114,43.626,-78.5646
G4,ICT,LAS,LAS-ICT,36.449,-115.98,37.3859,-97.2559
G4,LAS,AUS,AUS-LAS,30.114,-97.4011,36.449,-115.98
G4,LAS,BLI,BLI-LAS,48.4733,-122.3215,36.449,-115.98
G4,LAS,BOI,BOI-LAS,43.3351,-116.1322,36.449,-115.98
G4,LAS,COS,COS-LAS,38.482,-104.42,36.449,-115.98
G4,LAS,CPR,CPR-LAS,42.5428,-106.2751,36.449,-115.98
G4,LAS,DLH,DLH-LAS,46.5031,-92.1137,36.449,-115.98
G4,LAS,DSM,DSM-LAS,41.322,-93.3945,36.449,-115.98
G4,LAS,FAT,FAT-LAS,36.4634,-119.435,36.449,-115.98
G4,LAS,GFK,GFK-LAS,47.5657,-97.1034,36.449,-115.98
G4,LAS,GRR,GRR-LAS,42.5251,-85.3122,36.449,-115.98
G4,LAS,GTF,GTF-LAS,47.2855,-111.2214,36.449,-115.98
G4,LAS,ICT,ICT-LAS,37.3859,-97.2559,36.449,-115.98
G4,LAS,LRD,LRD-LAS,27.3237,-99.2741,36.449,-115.98
G4,LAS,MFE,MFE-LAS,26.1033,-98.1419,36.449,-115.98
G4,LAS,MOT,MOT-LAS,48.1533,-101.1649,36.449,-115.98
G4,LAS,RNO,RNO-LAS,39.2954,-119.465,36.449,-115.98
G4,LAS,SCK,SCK-LAS,37.5339,-121.1419,36.449,-115.98
G4,LAS,SHV,SHV-LAS,32.2647,-93.4932,36.449,-115.98
G4,LAX,BLI,BLI-LAX,48.4733,-122.3215,33.5633,-118.2429
G4,LCK,PIE,PIE-LCK,27.5438,-82.4114,39.4849,-82.554
G4,LRD,LAS,LAS-LRD,36.449,-115.98,27.3237,-99.2741
G4,MDT,PIE,PIE-MDT,27.5438,-82.4114,40.1136,-76.4548
G4,MFE,LAS,LAS-MFE,36.449,-115.98,26.1033,-98.1419
G4,MOT,LAS,LAS-MOT,36.449,-115.98,48.1533,-101.1649
G4,MYR,YNG,YNG-MYR,41.1538,-80.4044,33.4047,-78.5542
G4,OAK,BLI,BLI-OAK,48.4733,-122.3215,37.4316,-122.1314
G4,PBG,FLL,FLL-PBG,26.421,-80.99,44.393,-73.285
G4,PBG,PIE,PIE-PBG,27.5438,-82.4114,44.393,-73.285
G4,PIE,BGR,BGR-PIE,44.4826,-68.4941,27.5438,-82.4114
G4,PIE,CHA,CHA-PIE,35.27,-85.1213,27.5438,-82.4114
G4,PIE,DSM,DSM-PIE,41.322,-93.3945,27.5438,-82.4114
G4,PIE,GRR,GRR-PIE,42.5251,-85.3122,27.5438,-82.4114
G4,PIE,IAG,IAG-PIE,43.626,-78.5646,27.5438,-82.4114
G4,PIE,LCK,LCK-PIE,39.4849,-82.554,27.5438,-82.4114
G4,PIE,MDT,MDT-PIE,40.1136,-76.4548,27.5438,-82.4114
G4,PIE,PBG,PBG-PIE,44.393,-73.285,27.5438,-82.4114
G4,PIE,SWF,SWF-PIE,41.3014,-74.617,27.5438,-82.4114
G4,PIE,SYR,SYR-PIE,43.64,-76.622,27.5438,-82.4114
G4,PIE,TYS,TYS-PIE,35.4844,-83.5934,27.5438,-82.4114
G4,PIE,YNG,YNG-PIE,41.1538,-80.4044,27.5438,-82.4114
G4,PSP,BLI,BLI-PSP,48.4733,-122.3215,33.4946,-116.3024
G4,RNO,LAS,LAS-RNO,36.449,-115.98,39.2954,-119.465
G4,SAN,BLI,BLI-SAN,48.4733,-122.3215,32.44,-117.1122
G4,SCK,LAS,LAS-SCK,36.449,-115.98,37.5339,-121.1419
G4,SHV,LAS,LAS-SHV,36.449,-115.98,32.2647,-93.4932
G4,SWF,PIE,PIE-SWF,27.5438,-82.4114,41.3014,-74.617
G4,SYR,PIE,PIE-SYR,27.5438,-82.4114,43.64,-76.622
G4,TYS,FLL,FLL-TYS,26.421,-80.99,35.4844,-83.5934
G4,TYS,PIE,PIE-TYS,27.5438,-82.4114,35.4844,-83.5934
G4,YNG,MYR,MYR-YNG,33.4047,-78.5542,41.1538,-80.4044
G4,YNG,PIE,PIE-YNG,27.5438,-82.4114,41.1538,-80.4044
HA,JFK,LAS,LAS-JFK,36.449,-115.98,40.3823,-73.4644
HA,LAS,JFK,JFK-LAS,40.3823,-73.4644,36.449,-115.98
HA,LAS,SFO,SFO-LAS,37.378,-122.2229,36.449,-115.98
HA,SFO,LAS,LAS-SFO,36.449,-115.98,37.378,-122.2229
IB,MIA,ATL,ATL-MIA,33.3825,-84.2537,25.4735,-80.1726
IB,MIA,MSY,MSY-MIA,29.5936,-90.1528,25.4735,-80.1726
IB,MSY,MIA,MIA-MSY,25.4735,-80.1726,29.5936,-90.1528
IB,MSY,ORD,ORD-MSY,41.5846,-87.5416,29.5936,-90.1528
IB,ORD,ATL,ATL-ORD,33.3825,-84.2537,41.5846,-87.5416
JJ,BWI,MIA,MIA-BWI,25.4735,-80.1726,39.1031,-76.406
JL,JFK,MSY,MSY-JFK,29.5936,-90.1528,40.3823,-73.4644
JL,MSY,BOS,BOS-MSY,42.2151,-71.018,29.5936,-90.1528
JL,MSY,DFW,DFW-MSY,32.5347,-97.215,29.5936,-90.1528
JL,MSY,JFK,JFK-MSY,40.3823,-73.4644,29.5936,-90.1528
JL,MSY,ORD,ORD-MSY,41.5846,-87.5416,29.5936,-90.1528
K5,BUR,IPL,IPL-BUR,32.503,-115.3443,34.122,-118.2131
K5,DAL,ELD,ELD-DAL,33.1315,-92.4847,32.5049,-96.516
K5,ELD,DAL,DAL-ELD,32.5049,-96.516,33.1315,-92.4847
K5,ELD,MEM,MEM-ELD,35.232,-89.5836,33.1315,-92.4847
K5,HRO,MCI,MCI-HRO,39.1751,-94.425,36.1541,-93.917
K5,HRO,MEM,MEM-HRO,35.232,-89.5836,36.1541,-93.917
K5,IPL,BUR,BUR-IPL,34.122,-118.2131,32.503,-115.3443
K5,IPL,SAN,SAN-IPL,32.44,-117.1122,32.503,-115.3443
